,Unnamed: 0,LNG,LAT,Año,Fecha,Hora,Fallecidos,Graves,Menos_Grav,Leves,Causa_CON,Tipo_CONA,Count_acc
57,57,-70.1039826,-20.2753585,2018,2018-05-30,08:20:00,0,0,0,1,PERDIDA CONTROL VEHICULO,CHOQUE,57
58,58,-70.1275076,-20.2643486,2018,2018-05-31,12:00:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,58
59,59,-70.130789,-20.2625059,2018,2018-05-31,10:45:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,COLISION,59
60,60,-70.1369628,-20.2289498,2018,2018-05-31,15:30:00,0,0,0,0,DESOBEDIENCIA A SEÑALIZACION,COLISION,60
61,61,-70.1381753,-20.2367218,2018,2018-05-31,08:34:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,COLISION,61
62,62,-70.1445818,-20.2086726,2018,2018-06-16,08:30:00,0,0,0,0,PERDIDA CONTROL VEHICULO,CHOQUE,62
63,63,-70.1306589,-20.2298502,2018,2018-06-01,21:40:00,0,1,0,0,ALCOHOL EN PEATON,ATROPELLO,63
64,64,-70.1285202,-20.2722984,2018,2018-06-01,14:00:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,COLISION,64
65,65,-70.1356692,-20.2307033,2018,2018-06-01,16:00:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,65
66,66,-70.1344354,-20.22909,2018,2018-06-01,17:55:00,0,0,0,1,IMPRUDENCIA DEL CONDUCTOR,ATROPELLO,66
67,67,-70.1355547,-20.22796,2018,2018-06-01,22:00:00,0,0,0,0,ALCOHOL EN CONDUCTOR,CHOQUE,67
68,68,-70.1028797,-20.268833,2018,2018-01-06,20:20:00,0,0,0,0,DESOBEDIENCIA A SEÑALIZACION,COLISION,68
69,69,-70.1453448,-20.2187327,2018,2018-06-02,03:50:00,0,0,0,0,DESOBEDIENCIA A SEÑALIZACION,COLISION,69
70,70,-70.1360525,-20.2364664,2018,2018-06-02,04:30:00,0,0,0,0,CAUSAS NO DETERMINADAS,CHOQUE,70
71,71,-70.122655,-20.263175,2018,2018-06-02,09:45:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,71
72,72,-70.129747,-20.2301504,2018,2018-01-07,21:50:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,COLISION,72
73,73,-70.1060096,-20.2699836,2018,2018-06-03,10:35:00,0,0,0,0,ALCOHOL EN CONDUCTOR,COLISION,73
74,74,-70.135743,-20.2049745,2018,2018-06-02,12:30:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,74
75,75,-70.1286667,-20.2382135,2018,2018-06-02,19:00:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,COLISION,75
76,76,-70.1282534,-20.2632877,2018,2018-12-21,15:00:00,0,0,0,1,DESOBEDIENCIA A SEÑALIZACION,ATROPELLO,76
77,77,-70.1428339,-20.2145966,2018,2018-06-03,23:00:00,0,0,0,0,CAUSAS NO DETERMINADAS,COLISION,77
78,78,-70.1353667,-20.2281557,2018,2018-06-03,05:30:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,78
79,79,-70.1348905,-20.2185709,2018,2018-06-03,06:50:00,0,1,0,0,IMPRUDENCIA DEL PEATON,ATROPELLO,79
80,80,-70.106074,-20.2495998,2018,2018-06-05,19:20:00,0,0,0,0,DESOBEDIENCIA A SEÑALIZACION,COLISION,80
81,81,-70.1354882,-20.2279008,2018,2018-06-04,16:20:00,0,0,0,1,IMPRUDENCIA DEL CONDUCTOR,COLISION,81
82,82,-70.1391357,-20.2163207,2018,2018-06-05,20:40:00,0,0,0,0,ALCOHOL EN CONDUCTOR,CHOQUE,82
83,83,-70.1361812,-20.2201278,2018,2018-06-06,11:00:00,0,0,0,0,DESOBEDIENCIA A SEÑALIZACION,COLISION,83
84,84,-70.146763,-20.2206303,2018,2018-06-06,18:00:00,0,0,0,0,DESOBEDIENCIA A SEÑALIZACION,COLISION,84
85,85,-70.1528194,-20.2126118,2018,2018-06-08,19:00:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,85
86,86,-70.151505,-20.2093046,2018,2018-06-08,16:45:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,86
87,87,-70.1402706,-20.242826,2018,2018-06-09,20:45:00,0,1,0,0,IMPRUDENCIA DEL CONDUCTOR,ATROPELLO,87
88,88,-70.1290144,-20.2297783,2018,2018-06-09,16:00:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,88
89,89,-70.1394431,-20.2080256,2018,2018-06-09,20:15:00,0,0,0,1,PERDIDA CONTROL VEHICULO,CHOQUE,89
90,90,-70.1266976,-20.2748303,2018,2018-06-09,04:30:00,0,0,0,1,ALCOHOL EN CONDUCTOR,CHOQUE,90
91,91,-70.1282904,-20.2444412,2018,2018-06-10,08:00:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,91
92,92,-70.1471935,-20.2141015,2018,2018-06-11,20:39:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,92
93,93,-70.1021307,-20.2932645,2018,2018-06-06,07:50:00,0,0,0,0,ALCOHOL EN CONDUCTOR,CHOQUE,93
94,94,-70.1432496,-20.2361153,2018,2018-06-11,14:06:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,94
95,95,-70.1057337,-20.275428,2018,2018-06-09,19:30:00,0,0,0,1,DESOBEDIENCIA A SEÑALIZACION,COLISION,95
96,96,-70.1310453,-20.2134898,2018,2018-06-11,14:40:00,0,0,0,1,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,96
97,97,-70.0911341,-20.277,2018,2018-06-12,15:35:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,97
98,98,-70.0805248,-20.277224,2018,2018-06-12,03:35:00,0,0,0,0,ALCOHOL EN CONDUCTOR,CHOQUE,98
99,99,-70.1402925,-20.2276843,2018,2018-06-13,21:20:00,0,0,0,1,IMPRUDENCIA DEL CONDUCTOR,COLISION,99
100,100,-70.1401785,-20.231438,2018,2018-06-13,18:50:00,0,0,1,0,IMPRUDENCIA DEL PEATON,ATROPELLO,100
101,101,-70.148507,-20.2367763,2018,2018-06-14,09:45:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,101
102,102,-70.142074,-20.230949,2018,2018-06-14,21:40:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,102
103,103,-70.1422898,-20.2297964,2018,2018-06-14,15:20:00,0,0,0,0,DESOBEDIENCIA A SEÑALIZACION,COLISION,103
104,104,-70.1358294,-20.2325448,2018,2018-06-14,13:30:00,0,0,0,0,DESOBEDIENCIA A SEÑALIZACION,COLISION,104
105,105,-70.1229349,-20.2930606,2018,2018-06-14,15:15:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,105
106,106,-70.1493062,-20.2139981,2018,2018-06-15,07:30:00,0,0,0,1,IMPRUDENCIA DEL PEATON,ATROPELLO,106
107,107,-70.1355405,-20.2314378,2018,2018-06-15,21:30:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,107
108,108,-70.129305,-20.2443662,2018,2018-06-15,07:45:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,COLISION,108
109,109,-70.1446933,-20.2274904,2018,2018-06-15,19:50:00,0,0,0,0,DESOBEDIENCIA A SEÑALIZACION,CHOQUE,109
110,110,-70.1428339,-20.2145966,2018,2018-06-15,19:00:00,0,0,0,0,DESOBEDIENCIA A SEÑALIZACION,COLISION,110
111,111,-70.129577,-20.269751,2018,2018-06-15,19:10:00,0,1,0,1,IMPRUDENCIA DEL CONDUCTOR,COLISION,111
112,112,-70.1272441,-20.2524488,2018,2018-06-16,13:00:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,112
113,113,-70.1409449,-20.2441837,2018,2018-06-16,07:20:00,0,0,0,1,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,113
114,114,-70.1360525,-20.2364664,2018,2018-06-16,14:00:00,0,0,0,1,IMPRUDENCIA DEL CONDUCTOR,COLISION,114
115,115,-70.1508536,-20.2361951,2018,2018-06-16,20:40:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,COLISION,115
116,116,-70.1397646,-20.2375795,2018,2018-06-17,19:25:00,0,0,0,0,DESOBEDIENCIA A SEÑALIZACION,COLISION,116
117,117,-70.1389636,-20.2148322,2018,2018-01-08,17:30:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,COLISION,117
118,118,-70.1363192,-20.2186921,2018,2018-06-17,09:00:00,0,0,0,0,CAUSAS NO DETERMINADAS,CHOQUE,118
119,119,-70.1320209,-20.2309547,2018,2018-06-17,01:45:00,0,0,1,0,ALCOHOL EN CONDUCTOR,CHOQUE,119
120,120,-70.1354882,-20.2279008,2018,2018-06-18,07:45:00,0,0,0,0,DEFICIENCIAS VIALES,COLISION,120
121,121,-70.1430455,-20.24159,2018,2018-01-08,21:20:00,0,0,0,0,CAUSAS NO DETERMINADAS,CHOQUE,121
122,122,-70.1435822,-20.2127608,2018,2018-06-18,08:30:00,0,0,0,0,ALCOHOL EN CONDUCTOR,CHOQUE,122
123,123,-70.1318018,-20.2516769,2018,2018-06-19,18:15:00,0,0,0,0,DESOBEDIENCIA A SEÑALIZACION,COLISION,123
124,124,-70.1458447,-20.231662,2018,2018-06-19,12:10:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,COLISION,124
125,125,-70.1409628,-20.2147099,2018,2018-06-19,21:45:00,0,0,0,3,ALCOHOL EN CONDUCTOR,CHOQUE,125
126,126,-70.149037,-20.2205113,2018,2018-06-20,16:10:00,0,0,0,1,DESOBEDIENCIA A SEÑALIZACION,COLISION,126
127,127,-70.1452689,-20.217696,2018,2018-06-20,20:30:00,0,0,0,0,DESOBEDIENCIA A SEÑALIZACION,COLISION,127
128,128,-70.1337018,-20.2221392,2018,2018-06-21,10:30:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,COLISION,128
129,129,-70.1344699,-20.2158425,2018,2018-06-21,07:55:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,COLISION,129
130,130,-70.1418305,-20.2236676,2018,2018-06-22,11:00:00,0,0,0,2,ALCOHOL EN CONDUCTOR,COLISION,130
131,131,-70.1266914,-20.2448842,2018,2018-06-23,18:00:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,131
132,132,-70.1029781,-20.2868313,2018,2018-06-13,07:20:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,COLISION,132
133,133,-70.1319862,-20.2607969,2018,2018-12-27,04:35:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,133
134,134,-70.1507889,-20.2096708,2018,2018-06-24,17:40:00,0,0,0,1,DESOBEDIENCIA A SEÑALIZACION,COLISION,134
135,135,-70.148467,-20.2126716,2018,2018-06-25,04:00:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,135
136,136,-70.1029387,-20.2664507,2018,2018-06-20,20:40:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,136
137,137,-70.0988579,-20.2501879,2018,2018-06-21,08:30:00,0,0,0,0,DESOBEDIENCIA A SEÑALIZACION,COLISION,137
138,138,-70.0901007,-20.2788239,2018,2018-06-21,15:10:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,COLISION,138
139,139,-70.1459124,-20.2109195,2018,2018-06-25,15:45:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,COLISION,139
140,140,-70.1529207,-20.2172573,2018,2018-06-26,07:50:00,0,0,0,1,CAUSAS NO DETERMINADAS,ATROPELLO,140
141,141,-70.1408296,-20.2407401,2018,2018-06-27,13:15:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,COLISION,141
142,142,-70.154444,-20.2158887,2018,2018-06-27,15:14:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,142
143,143,-70.1064421,-20.2897057,2018,2018-06-26,18:00:00,0,0,0,0,DESOBEDIENCIA A SEÑALIZACION,COLISION,143
144,144,-70.1042119,-20.2901059,2018,2018-06-24,21:00:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,COLISION,144
145,145,-70.1352451,-20.2250238,2018,2018-06-28,20:15:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,COLISION,145
146,146,-70.1039479,-20.2897322,2018,2018-06-24,20:15:00,0,0,0,0,ALCOHOL EN CONDUCTOR,CHOQUE,146
147,147,-70.1044301,-20.2627822,2018,2018-06-27,17:00:00,0,0,0,1,IMPRUDENCIA DEL CONDUCTOR,COLISION,147
148,148,-70.1043006,-20.2737165,2018,2018-06-28,21:00:00,0,0,0,1,FALLAS MECANICAS,CHOQUE,148
149,149,-70.1048736,-20.2925751,2018,2018-06-28,22:50:00,0,1,0,0,DESOBEDIENCIA A SEÑALIZACION,COLISION,149
150,150,-70.1023813,-20.2674345,2018,2018-06-29,20:00:00,0,0,0,1,IMPRUDENCIA DEL CONDUCTOR,COLISION,150
151,151,-70.1005485,-20.2646179,2018,2018-06-30,07:30:00,0,0,0,1,IMPRUDENCIA DEL CONDUCTOR,ATROPELLO,151
152,152,-70.0950785,-20.2908205,2018,2018-06-30,14:55:00,0,0,0,0,ALCOHOL EN CONDUCTOR,COLISION,152
153,153,-70.1460099,-20.2342003,2018,2018-07-02,01:20:00,1,0,0,0,IMPRUDENCIA DEL PEATON,ATROPELLO,153
154,154,-70.1534089,-20.2173901,2018,2018-06-28,20:40:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,154
155,155,-70.1297933,-20.2080995,2018,2018-06-28,17:20:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,155
156,156,-70.1328405,-20.2308516,2018,2018-06-28,15:00:00,0,0,0,0,PERDIDA CONTROL VEHICULO,CHOQUE,156
157,157,-70.1498238,-20.2251061,2018,2018-06-29,11:00:00,0,0,0,2,DESOBEDIENCIA A SEÑALIZACION,CHOQUE,157
158,158,-70.1396443,-20.2227905,2018,2018-06-29,17:45:00,0,0,0,0,DESOBEDIENCIA A SEÑALIZACION,COLISION,158
159,159,-70.139562,-20.2373067,2018,2018-01-09,19:00:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,159
160,160,-70.1393305,-20.2190716,2018,2018-06-30,16:40:00,0,0,0,0,DESOBEDIENCIA A SEÑALIZACION,COLISION,160
161,161,-70.1383825,-20.2198545,2018,2018-07-01,06:20:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,161
162,162,-70.1347013,-20.2193218,2018,2018-07-02,04:20:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,COLISION,162
163,163,-70.1358294,-20.2325448,2018,2018-07-02,13:20:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,COLISION,163
164,164,-70.1409449,-20.2441837,2018,2018-07-02,15:55:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,164
165,165,-70.1275199,-20.2865272,2018,2018-07-02,19:45:00,0,0,0,1,IMPRUDENCIA DEL CONDUCTOR,COLISION,165
166,166,-70.1385545,-20.2432316,2018,2018-07-03,12:30:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,COLISION,166
167,167,-70.1358582,-20.2164697,2018,2018-07-03,06:15:00,0,0,0,0,DESOBEDIENCIA A SEÑALIZACION,COLISION,167
168,168,-70.1528536,-20.2117876,2018,2018-02-19,11:30:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,COLISION,168
169,169,-70.1060772,-20.2658849,2018,2018-07-04,20:20:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,COLISION,169
170,170,-70.1329937,-20.2517088,2018,2018-07-04,10:00:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,170
171,171,-70.1380641,-20.2248356,2018,2018-07-04,13:20:00,0,0,0,0,DESOBEDIENCIA A SEÑALIZACION,COLISION,171
172,172,-70.1444324,-20.2217183,2018,2018-07-04,19:00:00,0,0,0,1,IMPRUDENCIA DEL CONDUCTOR,ATROPELLO,172
173,173,-70.1467191,-20.2195518,2018,2018-07-05,15:30:00,0,0,0,0,DESOBEDIENCIA A SEÑALIZACION,COLISION,173
174,174,-70.1375756,-20.2321998,2018,2018-07-05,14:20:00,0,0,0,0,DESOBEDIENCIA A SEÑALIZACION,COLISION,174
175,175,-70.1323614,-20.2603704,2018,2018-07-07,06:30:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,175
176,176,-70.1513672,-20.2232761,2018,2018-07-07,13:00:00,0,0,0,0,DESOBEDIENCIA A SEÑALIZACION,CHOQUE,176
177,177,-70.1514957,-20.2109307,2018,2018-07-07,12:00:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,COLISION,177
178,178,-70.1438057,-20.2286265,2018,2018-07-08,21:30:00,0,0,0,0,DESOBEDIENCIA A SEÑALIZACION,COLISION,178
179,179,-70.1409449,-20.2441837,2018,2018-07-09,14:00:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,179
180,180,-70.150433,-20.2245156,2018,2018-07-09,09:50:00,0,0,0,1,IMPRUDENCIA DEL PEATON,ATROPELLO,180
181,181,-70.1521698,-20.2226052,2018,2018-07-09,16:34:00,0,0,0,0,PERDIDA CONTROL VEHICULO,CHOQUE,181
182,182,-70.1369206,-20.2049594,2018,2018-07-09,17:24:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,COLISION,182
183,183,-70.1504909,-20.2213589,2018,2018-07-09,18:10:00,0,0,0,3,DESOBEDIENCIA A SEÑALIZACION,COLISION,183
184,184,-70.1502769,-20.2139782,2018,2018-07-09,16:55:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,COLISION,184
185,185,-70.131756,-20.2402494,2018,2018-07-11,22:00:00,0,0,0,2,FALLAS MECANICAS,COLISION,185
186,186,-70.129305,-20.2443662,2018,2018-07-12,07:20:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,186
187,187,-70.1445818,-20.2086726,2018,2018-07-12,11:25:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,187
188,188,-70.0914966,-20.2934495,2018,2018-07-06,16:20:00,0,0,2,0,ALCOHOL EN CONDUCTOR,VOLCADURA,188
189,189,-70.1010988,-20.2816823,2018,2018-07-09,08:00:00,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,COLISION,189
190,190,-70.1015553,-20.2612165,2018,2018-07-09,18:30:00,0,0,0,0,ALCOHOL EN CONDUCTOR,VOLCADURA,190
191,191,-70.1049169,-20.2686722,2018,2018-07-10,21:50:00,0,0,0,1,IMPRUDENCIA DEL CONDUCTOR,ATROPELLO,191
192,192,-70.0986734,-20.2637153,2018,2018-07-10,16:10:00,0,0,0,2,ALCOHOL EN CONDUCTOR,ATROPELLO,192
193,193,-70.1041298,-20.2758207,2018,2018-07-10,20:00:00,0,0,1,0,DESOBEDIENCIA A SEÑALIZACION,ATROPELLO,193
194,194,-70.1229349,-20.2930606,2018,2018-07-16,00:50:00,0,0,0,0,ALCOHOL EN CONDUCTOR,CHOQUE,194
