,Fecha_Hora,LNG,LAT,Año,Fallecidos,Graves,Menos_Grav,Leves,Causa_CON,Tipo_CONA,Count_acc
37,2018-05-26 03:05:00,-70.1435283,-20.2161356,2018,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,37
38,2018-05-26 07:40:00,-70.1262557,-20.2518105,2018,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,38
39,2018-05-26 18:10:00,-70.1307633,-20.2485799,2018,0,0,0,1,IMPRUDENCIA DEL CONDUCTOR,COLISION,39
40,2018-05-27 22:50:00,-70.1411928,-20.2172503,2018,0,0,0,3,DESOBEDIENCIA A SEÑALIZACION,COLISION,40
41,2018-05-27 07:42:00,-70.1495858,-20.2181521,2018,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,41
42,2018-05-27 10:30:00,-70.1441106,-20.238243,2018,0,0,0,1,IMPRUDENCIA DEL CONDUCTOR,ATROPELLO,42
43,2018-05-27 12:00:00,-70.1329638,-20.2291637,2018,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,43
44,2018-05-21 17:30:00,-70.1058554,-20.2734785,2018,0,0,0,0,DESOBEDIENCIA A SEÑALIZACION,COLISION,44
45,2018-05-28 16:15:00,-70.1409449,-20.2441837,2018,0,0,0,1,IMPRUDENCIA DEL CONDUCTOR,COLISION,45
46,2018-05-23 12:50:00,-70.1063884,-20.2709329,2018,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,COLISION,46
47,2018-05-23 13:30:00,-70.0951687,-20.2796676,2018,0,0,0,0,CAUSAS NO DETERMINADAS,CHOQUE,47
48,2018-05-28 02:00:00,-70.1254437,-20.2600254,2018,0,0,0,0,ALCOHOL EN CONDUCTOR,CHOQUE,48
49,2018-05-29 15:30:00,-70.1805181,-20.5364084,2018,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,COLISION,49
50,2018-06-10 07:18:00,-70.1464884,-20.2155092,2018,0,0,0,0,ALCOHOL EN CONDUCTOR,CHOQUE,50
51,2018-01-01 15:10:00,-70.0941636,-20.2607342,2018,0,0,0,0,ALCOHOL EN CONDUCTOR,CHOQUE,51
52,2018-01-05 17:30:00,-70.0441605,-20.2862298,2018,0,0,0,1,IMPRUDENCIA DEL CONDUCTOR,COLISION,52
53,2018-05-27 12:30:00,-70.0805248,-20.277224,2018,0,0,0,1,DESOBEDIENCIA A SEÑALIZACION,COLISION,53
54,2018-05-27 17:50:00,-70.1036395,-20.2672378,2018,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,54
55,2018-05-28 09:00:00,-70.0942196,-20.2754099,2018,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,COLISION,55
56,2018-05-30 19:20:00,-70.1361812,-20.2201278,2018,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,56
57,2018-05-30 08:20:00,-70.1039826,-20.2753585,2018,0,0,0,1,PERDIDA CONTROL VEHICULO,CHOQUE,57
58,2018-05-31 12:00:00,-70.1275076,-20.2643486,2018,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,58
59,2018-05-31 10:45:00,-70.130789,-20.2625059,2018,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,COLISION,59
60,2018-05-31 15:30:00,-70.1369628,-20.2289498,2018,0,0,0,0,DESOBEDIENCIA A SEÑALIZACION,COLISION,60
61,2018-05-31 08:34:00,-70.1381753,-20.2367218,2018,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,COLISION,61
62,2018-06-16 08:30:00,-70.1445818,-20.2086726,2018,0,0,0,0,PERDIDA CONTROL VEHICULO,CHOQUE,62
63,2018-06-01 21:40:00,-70.1306589,-20.2298502,2018,0,1,0,0,ALCOHOL EN PEATON,ATROPELLO,63
64,2018-06-01 14:00:00,-70.1285202,-20.2722984,2018,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,COLISION,64
65,2018-06-01 16:00:00,-70.1356692,-20.2307033,2018,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,65
66,2018-06-01 17:55:00,-70.1344354,-20.22909,2018,0,0,0,1,IMPRUDENCIA DEL CONDUCTOR,ATROPELLO,66
67,2018-06-01 22:00:00,-70.1355547,-20.22796,2018,0,0,0,0,ALCOHOL EN CONDUCTOR,CHOQUE,67
68,2018-01-06 20:20:00,-70.1028797,-20.268833,2018,0,0,0,0,DESOBEDIENCIA A SEÑALIZACION,COLISION,68
69,2018-06-02 03:50:00,-70.1453448,-20.2187327,2018,0,0,0,0,DESOBEDIENCIA A SEÑALIZACION,COLISION,69
70,2018-06-02 04:30:00,-70.1360525,-20.2364664,2018,0,0,0,0,CAUSAS NO DETERMINADAS,CHOQUE,70
71,2018-06-02 09:45:00,-70.122655,-20.263175,2018,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,71
72,2018-01-07 21:50:00,-70.129747,-20.2301504,2018,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,COLISION,72
73,2018-06-03 10:35:00,-70.1060096,-20.2699836,2018,0,0,0,0,ALCOHOL EN CONDUCTOR,COLISION,73
74,2018-06-02 12:30:00,-70.135743,-20.2049745,2018,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,74
75,2018-06-02 19:00:00,-70.1286667,-20.2382135,2018,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,COLISION,75
76,2018-12-21 15:00:00,-70.1282534,-20.2632877,2018,0,0,0,1,DESOBEDIENCIA A SEÑALIZACION,ATROPELLO,76
77,2018-06-03 23:00:00,-70.1428339,-20.2145966,2018,0,0,0,0,CAUSAS NO DETERMINADAS,COLISION,77
78,2018-06-03 05:30:00,-70.1353667,-20.2281557,2018,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,78
79,2018-06-03 06:50:00,-70.1348905,-20.2185709,2018,0,1,0,0,IMPRUDENCIA DEL PEATON,ATROPELLO,79
80,2018-06-05 19:20:00,-70.106074,-20.2495998,2018,0,0,0,0,DESOBEDIENCIA A SEÑALIZACION,COLISION,80
81,2018-06-04 16:20:00,-70.1354882,-20.2279008,2018,0,0,0,1,IMPRUDENCIA DEL CONDUCTOR,COLISION,81
82,2018-06-05 20:40:00,-70.1391357,-20.2163207,2018,0,0,0,0,ALCOHOL EN CONDUCTOR,CHOQUE,82
83,2018-06-06 11:00:00,-70.1361812,-20.2201278,2018,0,0,0,0,DESOBEDIENCIA A SEÑALIZACION,COLISION,83
84,2018-06-06 18:00:00,-70.146763,-20.2206303,2018,0,0,0,0,DESOBEDIENCIA A SEÑALIZACION,COLISION,84
85,2018-06-08 19:00:00,-70.1528194,-20.2126118,2018,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,85
86,2018-06-08 16:45:00,-70.151505,-20.2093046,2018,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,86
87,2018-06-09 20:45:00,-70.1402706,-20.242826,2018,0,1,0,0,IMPRUDENCIA DEL CONDUCTOR,ATROPELLO,87
88,2018-06-09 16:00:00,-70.1290144,-20.2297783,2018,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,88
89,2018-06-09 20:15:00,-70.1394431,-20.2080256,2018,0,0,0,1,PERDIDA CONTROL VEHICULO,CHOQUE,89
90,2018-06-09 04:30:00,-70.1266976,-20.2748303,2018,0,0,0,1,ALCOHOL EN CONDUCTOR,CHOQUE,90
91,2018-06-10 08:00:00,-70.1282904,-20.2444412,2018,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,91
92,2018-06-11 20:39:00,-70.1471935,-20.2141015,2018,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,92
93,2018-06-06 07:50:00,-70.1021307,-20.2932645,2018,0,0,0,0,ALCOHOL EN CONDUCTOR,CHOQUE,93
94,2018-06-11 14:06:00,-70.1432496,-20.2361153,2018,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,94
95,2018-06-09 19:30:00,-70.1057337,-20.275428,2018,0,0,0,1,DESOBEDIENCIA A SEÑALIZACION,COLISION,95
96,2018-06-11 14:40:00,-70.1310453,-20.2134898,2018,0,0,0,1,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,96
97,2018-06-12 15:35:00,-70.0911341,-20.277,2018,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,97
98,2018-06-12 03:35:00,-70.0805248,-20.277224,2018,0,0,0,0,ALCOHOL EN CONDUCTOR,CHOQUE,98
99,2018-06-13 21:20:00,-70.1402925,-20.2276843,2018,0,0,0,1,IMPRUDENCIA DEL CONDUCTOR,COLISION,99
100,2018-06-13 18:50:00,-70.1401785,-20.231438,2018,0,0,1,0,IMPRUDENCIA DEL PEATON,ATROPELLO,100
101,2018-06-14 09:45:00,-70.148507,-20.2367763,2018,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,101
102,2018-06-14 21:40:00,-70.142074,-20.230949,2018,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,102
103,2018-06-14 15:20:00,-70.1422898,-20.2297964,2018,0,0,0,0,DESOBEDIENCIA A SEÑALIZACION,COLISION,103
104,2018-06-14 13:30:00,-70.1358294,-20.2325448,2018,0,0,0,0,DESOBEDIENCIA A SEÑALIZACION,COLISION,104
105,2018-06-14 15:15:00,-70.1229349,-20.2930606,2018,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,105
106,2018-06-15 07:30:00,-70.1493062,-20.2139981,2018,0,0,0,1,IMPRUDENCIA DEL PEATON,ATROPELLO,106
107,2018-06-15 21:30:00,-70.1355405,-20.2314378,2018,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,107
108,2018-06-15 07:45:00,-70.129305,-20.2443662,2018,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,COLISION,108
109,2018-06-15 19:50:00,-70.1446933,-20.2274904,2018,0,0,0,0,DESOBEDIENCIA A SEÑALIZACION,CHOQUE,109
110,2018-06-15 19:00:00,-70.1428339,-20.2145966,2018,0,0,0,0,DESOBEDIENCIA A SEÑALIZACION,COLISION,110
111,2018-06-15 19:10:00,-70.129577,-20.269751,2018,0,1,0,1,IMPRUDENCIA DEL CONDUCTOR,COLISION,111
112,2018-06-16 13:00:00,-70.1272441,-20.2524488,2018,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,112
113,2018-06-16 07:20:00,-70.1409449,-20.2441837,2018,0,0,0,1,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,113
114,2018-06-16 14:00:00,-70.1360525,-20.2364664,2018,0,0,0,1,IMPRUDENCIA DEL CONDUCTOR,COLISION,114
115,2018-06-16 20:40:00,-70.1508536,-20.2361951,2018,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,COLISION,115
116,2018-06-17 19:25:00,-70.1397646,-20.2375795,2018,0,0,0,0,DESOBEDIENCIA A SEÑALIZACION,COLISION,116
117,2018-01-08 17:30:00,-70.1389636,-20.2148322,2018,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,COLISION,117
118,2018-06-17 09:00:00,-70.1363192,-20.2186921,2018,0,0,0,0,CAUSAS NO DETERMINADAS,CHOQUE,118
119,2018-06-17 01:45:00,-70.1320209,-20.2309547,2018,0,0,1,0,ALCOHOL EN CONDUCTOR,CHOQUE,119
120,2018-06-18 07:45:00,-70.1354882,-20.2279008,2018,0,0,0,0,DEFICIENCIAS VIALES,COLISION,120
121,2018-01-08 21:20:00,-70.1430455,-20.24159,2018,0,0,0,0,CAUSAS NO DETERMINADAS,CHOQUE,121
122,2018-06-18 08:30:00,-70.1435822,-20.2127608,2018,0,0,0,0,ALCOHOL EN CONDUCTOR,CHOQUE,122
123,2018-06-19 18:15:00,-70.1318018,-20.2516769,2018,0,0,0,0,DESOBEDIENCIA A SEÑALIZACION,COLISION,123
124,2018-06-19 12:10:00,-70.1458447,-20.231662,2018,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,COLISION,124
125,2018-06-19 21:45:00,-70.1409628,-20.2147099,2018,0,0,0,3,ALCOHOL EN CONDUCTOR,CHOQUE,125
126,2018-06-20 16:10:00,-70.149037,-20.2205113,2018,0,0,0,1,DESOBEDIENCIA A SEÑALIZACION,COLISION,126
127,2018-06-20 20:30:00,-70.1452689,-20.217696,2018,0,0,0,0,DESOBEDIENCIA A SEÑALIZACION,COLISION,127
128,2018-06-21 10:30:00,-70.1337018,-20.2221392,2018,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,COLISION,128
129,2018-06-21 07:55:00,-70.1344699,-20.2158425,2018,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,COLISION,129
130,2018-06-22 11:00:00,-70.1418305,-20.2236676,2018,0,0,0,2,ALCOHOL EN CONDUCTOR,COLISION,130
131,2018-06-23 18:00:00,-70.1266914,-20.2448842,2018,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,131
132,2018-06-13 07:20:00,-70.1029781,-20.2868313,2018,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,COLISION,132
133,2018-12-27 04:35:00,-70.1319862,-20.2607969,2018,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,133
134,2018-06-24 17:40:00,-70.1507889,-20.2096708,2018,0,0,0,1,DESOBEDIENCIA A SEÑALIZACION,COLISION,134
135,2018-06-25 04:00:00,-70.148467,-20.2126716,2018,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,135
136,2018-06-20 20:40:00,-70.1029387,-20.2664507,2018,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,136
137,2018-06-21 08:30:00,-70.0988579,-20.2501879,2018,0,0,0,0,DESOBEDIENCIA A SEÑALIZACION,COLISION,137
138,2018-06-21 15:10:00,-70.0901007,-20.2788239,2018,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,COLISION,138
139,2018-06-25 15:45:00,-70.1459124,-20.2109195,2018,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,COLISION,139
140,2018-06-26 07:50:00,-70.1529207,-20.2172573,2018,0,0,0,1,CAUSAS NO DETERMINADAS,ATROPELLO,140
141,2018-06-27 13:15:00,-70.1408296,-20.2407401,2018,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,COLISION,141
142,2018-06-27 15:14:00,-70.154444,-20.2158887,2018,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,142
143,2018-06-26 18:00:00,-70.1064421,-20.2897057,2018,0,0,0,0,DESOBEDIENCIA A SEÑALIZACION,COLISION,143
144,2018-06-24 21:00:00,-70.1042119,-20.2901059,2018,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,COLISION,144
145,2018-06-28 20:15:00,-70.1352451,-20.2250238,2018,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,COLISION,145
146,2018-06-24 20:15:00,-70.1039479,-20.2897322,2018,0,0,0,0,ALCOHOL EN CONDUCTOR,CHOQUE,146
147,2018-06-27 17:00:00,-70.1044301,-20.2627822,2018,0,0,0,1,IMPRUDENCIA DEL CONDUCTOR,COLISION,147
148,2018-06-28 21:00:00,-70.1043006,-20.2737165,2018,0,0,0,1,FALLAS MECANICAS,CHOQUE,148
149,2018-06-28 22:50:00,-70.1048736,-20.2925751,2018,0,1,0,0,DESOBEDIENCIA A SEÑALIZACION,COLISION,149
150,2018-06-29 20:00:00,-70.1023813,-20.2674345,2018,0,0,0,1,IMPRUDENCIA DEL CONDUCTOR,COLISION,150
151,2018-06-30 07:30:00,-70.1005485,-20.2646179,2018,0,0,0,1,IMPRUDENCIA DEL CONDUCTOR,ATROPELLO,151
152,2018-06-30 14:55:00,-70.0950785,-20.2908205,2018,0,0,0,0,ALCOHOL EN CONDUCTOR,COLISION,152
153,2018-07-02 01:20:00,-70.1460099,-20.2342003,2018,1,0,0,0,IMPRUDENCIA DEL PEATON,ATROPELLO,153
154,2018-06-28 20:40:00,-70.1534089,-20.2173901,2018,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,154
155,2018-06-28 17:20:00,-70.1297933,-20.2080995,2018,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,155
156,2018-06-28 15:00:00,-70.1328405,-20.2308516,2018,0,0,0,0,PERDIDA CONTROL VEHICULO,CHOQUE,156
157,2018-06-29 11:00:00,-70.1498238,-20.2251061,2018,0,0,0,2,DESOBEDIENCIA A SEÑALIZACION,CHOQUE,157
158,2018-06-29 17:45:00,-70.1396443,-20.2227905,2018,0,0,0,0,DESOBEDIENCIA A SEÑALIZACION,COLISION,158
159,2018-01-09 19:00:00,-70.139562,-20.2373067,2018,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,159
160,2018-06-30 16:40:00,-70.1393305,-20.2190716,2018,0,0,0,0,DESOBEDIENCIA A SEÑALIZACION,COLISION,160
161,2018-07-01 06:20:00,-70.1383825,-20.2198545,2018,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,161
162,2018-07-02 04:20:00,-70.1347013,-20.2193218,2018,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,COLISION,162
163,2018-07-02 13:20:00,-70.1358294,-20.2325448,2018,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,COLISION,163
164,2018-07-02 15:55:00,-70.1409449,-20.2441837,2018,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,164
165,2018-07-02 19:45:00,-70.1275199,-20.2865272,2018,0,0,0,1,IMPRUDENCIA DEL CONDUCTOR,COLISION,165
166,2018-07-03 12:30:00,-70.1385545,-20.2432316,2018,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,COLISION,166
167,2018-07-03 06:15:00,-70.1358582,-20.2164697,2018,0,0,0,0,DESOBEDIENCIA A SEÑALIZACION,COLISION,167
168,2018-02-19 11:30:00,-70.1528536,-20.2117876,2018,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,COLISION,168
169,2018-07-04 20:20:00,-70.1060772,-20.2658849,2018,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,COLISION,169
170,2018-07-04 10:00:00,-70.1329937,-20.2517088,2018,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,170
171,2018-07-04 13:20:00,-70.1380641,-20.2248356,2018,0,0,0,0,DESOBEDIENCIA A SEÑALIZACION,COLISION,171
172,2018-07-04 19:00:00,-70.1444324,-20.2217183,2018,0,0,0,1,IMPRUDENCIA DEL CONDUCTOR,ATROPELLO,172
173,2018-07-05 15:30:00,-70.1467191,-20.2195518,2018,0,0,0,0,DESOBEDIENCIA A SEÑALIZACION,COLISION,173
174,2018-07-05 14:20:00,-70.1375756,-20.2321998,2018,0,0,0,0,DESOBEDIENCIA A SEÑALIZACION,COLISION,174
175,2018-07-07 06:30:00,-70.1323614,-20.2603704,2018,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,175
176,2018-07-07 13:00:00,-70.1513672,-20.2232761,2018,0,0,0,0,DESOBEDIENCIA A SEÑALIZACION,CHOQUE,176
177,2018-07-07 12:00:00,-70.1514957,-20.2109307,2018,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,COLISION,177
178,2018-07-08 21:30:00,-70.1438057,-20.2286265,2018,0,0,0,0,DESOBEDIENCIA A SEÑALIZACION,COLISION,178
179,2018-07-09 14:00:00,-70.1409449,-20.2441837,2018,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,179
180,2018-07-09 09:50:00,-70.150433,-20.2245156,2018,0,0,0,1,IMPRUDENCIA DEL PEATON,ATROPELLO,180
181,2018-07-09 16:34:00,-70.1521698,-20.2226052,2018,0,0,0,0,PERDIDA CONTROL VEHICULO,CHOQUE,181
182,2018-07-09 17:24:00,-70.1369206,-20.2049594,2018,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,COLISION,182
183,2018-07-09 18:10:00,-70.1504909,-20.2213589,2018,0,0,0,3,DESOBEDIENCIA A SEÑALIZACION,COLISION,183
184,2018-07-09 16:55:00,-70.1502769,-20.2139782,2018,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,COLISION,184
185,2018-07-11 22:00:00,-70.131756,-20.2402494,2018,0,0,0,2,FALLAS MECANICAS,COLISION,185
186,2018-07-12 07:20:00,-70.129305,-20.2443662,2018,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,186
187,2018-07-12 11:25:00,-70.1445818,-20.2086726,2018,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,187
188,2018-07-06 16:20:00,-70.0914966,-20.2934495,2018,0,0,2,0,ALCOHOL EN CONDUCTOR,VOLCADURA,188
189,2018-07-09 08:00:00,-70.1010988,-20.2816823,2018,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,COLISION,189
190,2018-07-09 18:30:00,-70.1015553,-20.2612165,2018,0,0,0,0,ALCOHOL EN CONDUCTOR,VOLCADURA,190
191,2018-07-10 21:50:00,-70.1049169,-20.2686722,2018,0,0,0,1,IMPRUDENCIA DEL CONDUCTOR,ATROPELLO,191
192,2018-07-10 16:10:00,-70.0986734,-20.2637153,2018,0,0,0,2,ALCOHOL EN CONDUCTOR,ATROPELLO,192
193,2018-07-10 20:00:00,-70.1041298,-20.2758207,2018,0,0,1,0,DESOBEDIENCIA A SEÑALIZACION,ATROPELLO,193
194,2018-07-16 00:50:00,-70.1229349,-20.2930606,2018,0,0,0,0,ALCOHOL EN CONDUCTOR,CHOQUE,194
195,2018-07-12 10:10:00,-70.1409449,-20.2441837,2018,0,0,0,1,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,195
196,2018-07-13 10:30:00,-70.1368759,-20.2478923,2018,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,196
197,2018-07-14 13:05:00,-70.1417897,-20.2391737,2018,0,0,0,2,ALCOHOL EN CONDUCTOR,COLISION,197
198,2018-07-16 17:00:00,-70.127618,-20.2662836,2018,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,CHOQUE,198
199,2018-07-16 15:45:00,-70.1281673,-20.2331227,2018,0,0,0,0,IMPRUDENCIA DEL CONDUCTOR,COLISION,199
200,2018-07-16 22:30:00,-70.1354882,-20.2279008,2018,0,0,0,0,ALCOHOL EN CONDUCTOR,COLISION,200
